"_type","budget_dinner","budget_lunch","genre","name","reviewCount","score","score_dinner","score_lunch"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","バー","
                バー・シーガーディアン Ⅱ
              ","114","3.51","3.50","3.18"
"dict","￥1,000～￥1,999","null","中華料理","
                有菜遊
              ","1","-","-","-"
"dict","￥2,000～￥2,999","null","カフェ、ダイニングバー","
                キャラクターズ
              ","1","-","-","-"
"dict"," ～￥999","null","飲茶・点心、弁当","
                崎陽軒 中華街東門店
              ","2","3.02","3.02","-"
"dict","￥1,000～￥1,999"," ～￥999","上海料理","
                新天地
              ","29","3.21","3.15","3.14"
"dict","null"," ～￥999","その他","
                ミツティー
              ","18","3.07","-","3.08"
"dict","null","null","中華菓子","
                中国貿易公司 中華街二号店
              ","null","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","飲茶・点心、広東料理、中華料理","
                清風楼
              ","267","3.58","3.56","3.58"
"dict","null"," ～￥999","中国茶専門店、中華菓子","
                伍福寿新店
              ","4","3.06","3.07","3.07"
"dict","￥3,000～￥3,999","null","東南アジア料理（その他）、ダイニングバー、シーフード","
                マレーアジアンクイジーン 横浜元町店
              ","24","3.45","3.07","3.53"
"dict","null"," ～￥999","喫茶店","
                珈香里
              ","3","3.00","-","3.00"
"dict","￥2,000～￥2,999","null","餃子","
                福満園 餃子バル
              ","1","3.00","3.00","-"
"dict","null"," ～￥999","洋菓子（その他）","
                山手資料館
              ","3","3.01","-","3.02"
"dict","￥1,000～￥1,999"," ～￥999","イタリアン、パスタ、ピザ","
                カプリチョーザ 横浜元町店
              ","22","3.07","3.08","3.07"
"dict","null","null","焼鳥","
                居酒屋さちこ
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","その他","
                丸英商店
              ","1","-","-","-"
"dict","null"," ～￥999","その他","
                ﻿美濃屋あられ製造本舗
              ","12","3.06","-","3.06"
"dict","￥2,000～￥2,999","null","ダイニングバー、バー、居酒屋","
                ダイニングバー ワンズダイニング
              ","1","3.04","3.04","-"
"dict","null"," ～￥999","ドーナツ、カフェ","
                はらドーナッツ 横浜元町店
              ","81","3.14","3.07","3.14"
"dict","￥5,000～￥5,999","null","フレンチ","
                ドゥジェーム ラ セーヌ
              ","2","3.20","3.20","-"
"dict","null","null","居酒屋、焼鳥","
                串の矢
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","ラーメン、餃子","
                らーめん 鹿島家 石川町店
              ","25","3.10","3.07","3.09"
"dict","￥3,000～￥3,999","null","カフェ","
                ひらがな商店街アートスペース と
              ","2","3.03","-","3.03"
"dict","null","null","居酒屋","
                庄や 横浜元町店
              ","null","-","-","-"
"dict","￥5,000～￥5,999","null","魚介料理・海鮮料理","
                本牧漁亭
              ","8","3.07","3.08","-"
"dict","null"," ～￥999","肉まん・中華まん","
                福臨閣売店 お土産専門店
              ","1","3.00","-","3.00"
"dict","￥2,000～￥2,999","null","アジア・エスニック料理（その他）、ダイニングバー、バー","
                フォレストアベニュー
              ","1","-","-","-"
"dict","￥3,000～￥3,999","null","イタリアン","
                伊太利亜食堂 長靴をはいた猫
              ","4","3.04","-","3.05"
"dict","￥3,000～￥3,999"," ～￥999","四川料理、中華料理、広東料理","
                新錦江
              ","48","3.12","3.08","3.16"
"dict","￥5,000～￥5,999","null","バー","
                ショットバー・ゾルバ
              ","13","3.07","3.08","-"
"dict","￥3,000～￥3,999","null","バー、焼酎バー","
                カラオケ バーフリーク
              ","1","3.02","3.02","-"
"dict","￥1,000～￥1,999","null","ワインバー","
                ALTEC
              ","1","-","-","-"
"dict","￥3,000～￥3,999","null","焼肉","
                食道苑
              ","1","3.00","3.00","-"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、四川料理","
                日昇 四川菜館
              ","12","3.13","3.09","3.12"
"dict","null","null","居酒屋","
                やきとり鳥丸
              ","null","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","サンドイッチ","
                バイ ミー スタンド
              ","26","3.35","3.07","3.33"
"dict","￥5,000～￥5,999","null","バー","
                クインメリー 元町店
              ","2","3.01","3.02","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","カフェ、コーヒー専門店","
                ミカフェート 横浜元町店
              ","39","3.58","3.10","3.57"
"dict","￥15,000～￥19,999","￥8,000～￥9,999","懐石・会席料理","
                茶つぼ
              ","28","3.74","3.70","3.59"
"dict","￥2,000～￥2,999","null","ダイニングバー","
                クリブ
              ","2","-","-","-"
"dict","null","￥1,000～￥1,999","喫茶店、ケーキ","
                えの木てい 本店
              ","184","3.55","3.07","3.55"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","中華料理、バイキング","
                珍味厨房
              ","13","3.00","-","3.00"
"dict"," ～￥999"," ～￥999","そば、うどん、天丼・天重","
                そば処 木の芽
              ","46","3.42","3.12","3.34"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","ピザ、カフェ、イタリアン","
                SPONTINI 新山下店
              ","null","-","-","-"
"dict","￥4,000～￥4,999","null","中華料理、広東料理、飲茶・点心","
                中華料理　彩香
              ","36","3.07","3.07","3.07"
"dict","null","￥1,000～￥1,999","うなぎ","
                亀屋
              ","2","3.04","-","3.05"
"dict","￥1,000～￥1,999","null","居酒屋","
                養老乃瀧 石川町店
              ","9","3.03","3.03","3.00"
"dict"," ～￥999"," ～￥999","ハンバーガー","
                マクドナルド 新山下ホームズ店
              ","8","3.02","3.00","3.02"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、中華菓子","
                聘珍樓 横濱本店 売店
              ","42","3.20","3.10","3.20"
"dict","null"," ～￥999","中華麺（その他）","
                横浜中華街 揚州麺房
              ","38","3.22","3.18","3.08"
"dict"," ～￥999"," ～￥999","カフェ","
                モリバコーヒー 横浜山下町店
              ","37","3.07","3.00","3.07"
"dict","￥2,000～￥2,999","null","バー","
                バー グレートハリー
              ","12","3.06","3.06","-"
"dict","null"," ～￥999","定食・食堂","
                レストラン味彩
              ","4","3.01","3.00","3.02"
"dict","￥2,000～￥2,999","null","居酒屋","
                居酒屋 弘誠
              ","2","-","-","-"
"dict","null"," ～￥999","中華料理","
                景珍楼 新館
              ","2","3.06","3.06","-"
"dict","￥1,000～￥1,999"," ～￥999","その他","
                ファミリーマート 横浜元町店
              ","null","-","-","-"
"dict","￥2,000～￥2,999","null","居酒屋、オムライス、ダイニングバー","
                アースリーパラダイス
              ","2","3.04","3.04","-"
"dict","null","null","コーヒー専門店","
                ＭＡＳＨ
              ","null","-","-","-"
"dict","null"," ～￥999","フレンチ、ビストロ","
                ビストロデュポール 銅鑼
              ","15","3.09","3.02","3.17"
"dict"," ～￥999","null","その他","
                もとまちユニオン 元町店
              ","1","3.02","3.02","-"
"dict"," ～￥999"," ～￥999","その他","
                ローソンストア100 中区山下町
              ","1","-","-","-"
"dict"," ～￥999","￥1,000～￥1,999","カフェ、バー","
                ロウロウカフェ
              ","9","3.05","-","3.05"
"dict","null","￥2,000～￥2,999","その他","
                横浜大世界
              ","27","3.07","3.01","3.07"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","定食・食堂、魚介料理・海鮮料理、居酒屋・ダイニングバー（その他）","
                活魚 千葉屋
              ","42","3.51","3.21","3.38"
"dict","￥3,000～￥3,999","null","焼肉","
                龍苑
              ","2","3.02","3.02","-"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、飲茶・点心、その他","
                龍翔 
              ","17","3.00","3.06","3.00"
"dict","￥5,000～￥5,999","null","その他、西洋各国料理（その他）、屋形船・クルージング","
                マリーンシャトル
              ","11","3.00","3.00","3.00"
"dict","null","null","タイ料理、タイカレー","
                テラス・オブ・バンコク
              ","null","-","-","-"
"dict","null"," ～￥999","餃子、中華料理","
                餃子の王将 石川町店
              ","37","3.08","3.06","3.08"
"dict"," ～￥999","null","カフェ","
                カフェ エロガッパ
              ","2","3.04","-","3.04"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","上海料理、飲茶・点心、中華粥","
                馬さんの店 龍仙 本館
              ","199","3.56","3.50","3.53"
"dict","null","null","回転寿司","
                無添くら寿司 横浜新山下店
              ","null","-","-","-"
"dict","null","￥1,000～￥1,999","割烹・小料理、郷土料理（その他）","
                麦田の割烹唐津
              ","5","3.43","3.00","3.53"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","カフェ、サンドイッチ","
                &ima
              ","27","3.51","-","3.51"
"dict","￥1,000～￥1,999"," ～￥999","中華麺（その他）、広東料理","
                蘭州牛肉拉麺東珍味小籠包
              ","8","3.14","-","3.14"
"dict","￥2,000～￥2,999"," ～￥999","アジア・エスニック料理（その他）","
                パクチー ジョーズ
              ","30","3.41","3.31","3.24"
"dict"," ～￥999","null","バー","
                クラブオビワンラッキーズプレイス
              ","1","3.01","3.01","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","広東料理、中華料理、飲茶・点心","
                美楽一杯 新館
              ","8","3.08","3.08","3.08"
"dict","null"," ～￥999","ダイニングバー","
                ミリオンズ オブ テイスト デリカート
              ","7","3.03","3.03","-"
"dict","￥4,000～￥4,999","null","バー、創作料理","
                和達
              ","2","3.05","3.05","-"
"dict","￥3,000～￥3,999","null","バー、ダイニングバー","
                CREW'S BAR
              ","1","3.01","3.01","-"
"dict","￥3,000～￥3,999","null","魚介料理・海鮮料理、天ぷら・揚げ物（その他）、とんかつ","
                和食 桐のや
              ","1","3.03","-","3.04"
"dict","￥5,000～￥5,999","￥2,000～￥2,999","フレンチ","
                Restaurant EISUKE
              ","10","3.20","-","3.37"
"dict"," ～￥999"," ～￥999","中華料理、飲茶・点心、カフェ","
                聘珍茶寮 SARIO 中華街店
              ","104","3.40","3.11","3.34"
"dict"," ～￥999"," ～￥999","広東料理","
                白鳳 新館
              ","34","3.18","3.16","3.07"
"dict"," ～￥999"," ～￥999","上海料理","
                新楽
              ","24","3.12","3.07","3.11"
"dict","￥1,000～￥1,999","null","日本酒バー","
                元町愛知屋
              ","8","3.06","3.07","3.06"
"dict","￥2,000～￥2,999","null","バー・お酒（その他）","
                2Gun's
              ","null","-","-","-"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、広東料理、飲茶・点心","
                福龍酒家
              ","32","3.12","3.07","3.21"
"dict","null","null","イタリアン","
                Osora
              ","null","-","-","-"
"dict","null"," ～￥999","クレープ、アイスクリーム","
                ポンテレニオ 新山下店
              ","2","3.00","-","3.00"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","ステーキ、しゃぶしゃぶ、すき焼き","
                肉屋の肉料理 みずむら
              ","49","3.08","3.07","3.08"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","中華料理、中華麺（その他）","
                徳記
              ","155","3.58","3.54","3.58"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","イタリアン、ピザ、ダイニングバー","
                ラ・タッパ フィッサ
              ","29","3.26","3.19","3.17"
"dict"," ～￥999"," ～￥999","中華料理、餃子","
                中華一番家
              ","4","3.00","3.00","3.00"
"dict","null"," ～￥999","肉まん・中華まん、かき氷、中華料理","
                太郎殿
              ","38","3.18","3.05","3.18"
"dict","￥3,000～￥3,999","null","バー","
                ザ・ダフタウン
              ","6","3.09","3.09","-"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","カフェ・喫茶（その他）","
                カフェ エ フロマージュ シニョン
              ","12","3.06","3.02","3.06"
"dict"," ～￥999"," ～￥999","ピザ、カフェ","
                045ピザマイロ
              ","9","3.32","3.20","3.13"
"dict","￥1,000～￥1,999"," ～￥999","洋食","
                フィッシャーマンズワーフ
              ","33","3.00","3.00","3.07"
"dict","null","￥1,000～￥1,999","居酒屋","
                ル・マイス
              ","2","3.01","-","3.02"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","中華料理、創作料理、飲茶・点心","
                元町 心心相印
              ","21","3.50","3.32","3.52"
"dict"," ～￥999"," ～￥999","カフェ","
                ファイトカフェ
              ","2","3.04","-","3.04"
"dict","￥4,000～￥4,999","null","無国籍料理","
                グリル厨房 銕腕
              ","4","3.03","3.03","3.00"
"dict","null","null","フレンチ","
                ハーバービュー レストラン
              ","1","-","-","-"
"dict","null","null","居酒屋","
                百薬の長 元町店
              ","1","3.02","3.02","3.02"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","イタリアン、オムライス","
                キッチンナスコンディーノ
              ","2","-","-","-"
"dict","null"," ～￥999","中華菓子、肉まん・中華まん","
                重慶飯店 横浜中華街新館売店
              ","8","3.07","-","3.07"
"dict"," ～￥999","null","バー、ダイニングバー、アメリカ料理","
                パーティー　アニマルズ
              ","3","3.05","3.05","-"
"dict","￥2,000～￥2,999","￥2,000～￥2,999","広東料理、中華料理","
                旭酒楼
              ","16","3.30","3.19","3.32"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","上海料理、飲茶・点心、中華料理","
                張記小籠包
              ","43","3.41","3.08","3.52"
"dict","null"," ～￥999","カフェ、コーヒー専門店、ケーキ","
                スターバックス・コーヒー 横浜元町店
              ","24","3.02","3.00","3.02"
"dict","null"," ～￥999","コーヒー専門店、カフェ","
                カフェ亀の橋
              ","3","3.08","-","3.08"
"dict","null","null","スペイン料理","
                アルフォンソ
              ","null","-","-","-"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","イタリアン、パスタ","
                栗の木
              ","18","3.02","3.03","3.01"
"dict","￥4,000～￥4,999"," ～￥999","寿司","
                喜久すし
              ","11","3.10","-","3.19"
"dict","￥1,000～￥1,999","null","串揚げ・串かつ、居酒屋","
                串揚げ工房　遊季
              ","8","3.04","3.04","3.00"
"dict","￥4,000～￥4,999","￥2,000～￥2,999","中華料理、上海料理、飲茶・点心","
                横浜中華街 揚州飯店  本店
              ","34","3.51","3.20","3.53"
"dict","￥1,000～￥1,999"," ～￥999","中国茶専門店、飲茶・点心、カフェ","
                清芳春
              ","6","3.09","3.04","3.09"
"dict","null","￥1,000～￥1,999","カフェ、ケーキ、欧風カレー","
                カフェ・ネクストドア
              ","68","3.41","3.06","3.41"
"dict","￥2,000～￥2,999"," ～￥999","そば、うどん、丼もの（その他）","
                味奈登庵 本牧店
              ","47","3.13","3.08","3.10"
"dict","null","￥1,000～￥1,999","鍋（その他）、創作料理、バー・お酒（その他）","
                ユルリサロン×ハナウタカフェ
              ","4","3.19","3.12","3.21"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","ダイニングバー、シーフード","
                チーチョス
              ","13","3.45","3.34","3.26"
"dict","￥2,000～￥2,999","null","上海料理、飲茶・点心","
                上海老飯店
              ","2","-","-","-"
"dict","￥2,000～￥2,999","null","ダイニングバー","
                レストランバー 元町ZERO
              ","2","-","-","-"
"dict","￥1,000～￥1,999","null","焼鳥、居酒屋","
                やきとり けいこ
              ","2","3.03","3.03","-"
"dict","￥1,000～￥1,999"," ～￥999","中華菓子、中華料理、肉まん・中華まん","
                中華菜館 同發 別館売店
              ","18","3.14","3.01","3.14"
"dict","null","null","コーヒー専門店","
                ツキコヤ ビーンズ ショップ 横浜中華街
              ","1","-","-","-"
"dict","￥2,000～￥2,999","null","バー","
                バー エン
              ","3","3.05","3.06","-"
"dict","￥4,000～￥4,999","null","レストラン（その他）、韓国料理","
                ダックテイルズ
              ","1","3.03","3.03","-"
"dict","￥3,000～￥3,999"," ～￥999","台湾料理、薬膳","
                青葉 新館
              ","77","3.51","3.40","3.51"
"dict","￥5,000～￥5,999","￥1,000～￥1,999","寿司","
                三郎寿司
              ","8","3.03","3.00","3.04"
"dict","null","null","バー","
                シーサイドガーデン
              ","null","-","-","-"
"dict","￥8,000～￥9,999","￥3,000～￥3,999","中華料理、四川料理、飲茶・点心","
                重慶飯店 本館
              ","138","3.54","3.51","3.54"
"dict","￥3,000～￥3,999","null","バー","
                モータウン
              ","8","3.08","3.09","-"
"dict","null"," ～￥999","カフェ","
                PLUS. M
              ","5","3.16","-","3.16"
"dict","￥3,000～￥3,999"," ～￥999","中華料理","
                許厨房
              ","25","3.08","3.08","3.07"
"dict","￥2,000～￥2,999","null","焼鳥","
                有希
              ","null","-","-","-"
"dict"," ～￥999","null","その他","
                ファミリーマート 横浜公園前店
              ","2","3.00","3.00","-"
"dict","￥1,000～￥1,999"," ～￥999","広東料理、中華料理","
                愛群
              ","238","3.58","3.57","3.59"
"dict","null","￥1,000～￥1,999","イタリアン","
                レストランアペルト
              ","7","3.07","3.07","3.07"
"dict","null","￥1,000～￥1,999","うどん、定食・食堂","
                髙橋うどん店
              ","26","3.30","-","3.30"
"dict","￥5,000～￥5,999","null","割烹・小料理","
                日本料理 神田
              ","1","3.03","-","3.04"
"dict","￥2,000～￥2,999","null","カフェ、ダイニングバー、自然食","
                きせきの食卓
              ","7","3.08","-","3.08"
"dict","￥3,000～￥3,999","null","居酒屋","
                すっとこどっこい JR石川町駅北口店
              ","3","3.00","3.00","-"
"dict","null","null","焼鳥","
                だるま
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","牛丼","
                すき家 横浜山下町店
              ","9","3.02","3.00","3.02"
"dict","￥6,000～￥7,999","null","フレンチ","
                newyork newyork
              ","1","3.00","3.00","-"
"dict"," ～￥999"," ～￥999","コーヒー専門店、カフェ、サンドイッチ","
                ポティエコーヒー 石川町元町口店
              ","26","3.14","3.00","3.14"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","中華料理、餃子、台湾料理","
                東光飯店 別館
              ","41","3.11","3.05","3.21"
"dict","null","￥1,000～￥1,999","中華料理","
                創作料理 ワガママ
              ","4","3.02","-","3.03"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","広東料理","
                中華菜館 同發 別館
              ","119","3.58","3.54","3.55"
"dict"," ～￥999"," ～￥999","クレープ","
                クレープドン
              ","19","3.11","3.07","3.10"
"dict","￥4,000～￥4,999"," ～￥999","広東料理、中華料理、鍋（その他）","
                均元樓
              ","32","3.06","3.00","3.07"
"dict","null","￥2,000～￥2,999","中華料理","
                紫禁城 本店
              ","4","3.01","3.00","3.02"
"dict","null"," ～￥999","広東料理、飲茶・点心","
                白鳳
              ","53","3.06","3.05","3.06"
"dict","null","￥1,000～￥1,999","カフェ","
                ベーリックホール
              ","1","-","-","-"
"dict","null","null","その他","
                セブンイレブン 横浜山下町店
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","中華菓子、肉まん・中華まん","
                翠香園 菓子部
              ","24","3.24","3.09","3.18"
"dict","null","null","喫茶店","
                カフェテラスけみく
              ","null","-","-","-"
"dict","￥2,000～￥2,999","null","パフェ、レストラン（その他）、アジア・エスニック料理（その他）","
                カラオケ デイ・トリッパー 石川町店
              ","null","-","-","-"
"dict","null","null","居酒屋","
                くじらのひるね
              ","1","-","-","-"
"dict","null","￥1,000～￥1,999","弁当、デリカテッセン","
                杉山牛肉店
              ","10","3.34","-","3.34"
"dict"," ～￥999"," ～￥999","コーヒー専門店","
                プラス&カリタ
              ","2","3.04","3.03","3.04"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","バル・バール、居酒屋、ビアバー","
                クラフトバル ココペリ
              ","3","3.04","-","3.05"
"dict","null","null","バー","
                ブレインクラブ・サイ
              ","null","-","-","-"
"dict","null","null","焼肉","
                焼肉・韓国料理の店　京
              ","null","-","-","-"
"dict","￥1,000～￥1,999"," ～￥999","広東料理、弁当、中華料理","
                横浜中華街 福養軒
              ","19","3.07","-","3.09"
"dict","null"," ～￥999","広東料理","
                中華菜館　新新
              ","17","3.03","3.00","3.07"
"dict"," ～￥999"," ～￥999","ベーグル、パン","
                かもめベーグルラボ
              ","28","3.54","3.04","3.54"
"dict","null","null","レストラン（その他）","
                ザ・ブリッヂ
              ","null","-","-","-"
"dict"," ～￥999"," ～￥999","カフェ","
                ドトールコーヒーショップ 石川町北口店
              ","11","3.02","3.00","3.02"
"dict","￥3,000～￥3,999","null","居酒屋、沖縄料理","
                こだわり創菜と沖縄料理 居酒屋 葉月
              ","25","3.27","3.27","3.02"
"dict"," ～￥999","null","パン、カフェ","
                ヴィ・ド・フランス   石川町店
              ","9","3.02","-","3.02"
"dict"," ～￥999"," ～￥999","ケーキ、喫茶店","
                喜久家洋菓子舗
              ","182","3.58","3.17","3.58"
"dict","null"," ～￥999","パン","
                昭和ベーカリー
              ","23","3.08","3.07","3.08"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","丼もの（その他）","
                三日坊主
              ","12","3.09","3.02","3.09"
"dict","￥1,000～￥1,999"," ～￥999","弁当","
                崎陽軒 中華街売店
              ","42","3.08","3.07","3.08"
"dict","￥3,000～￥3,999"," ～￥999","中華料理","
                醉楼別館
              ","32","3.08","3.04","3.13"
"dict"," ～￥999"," ～￥999","飲茶・点心、肉まん・中華まん、中華料理","
                江戸清　りーろん 中華街市場通り店
              ","32","3.49","3.31","3.32"
"dict","￥1,000～￥1,999","null","その他","
                猫カフェ れおん
              ","6","3.01","3.01","3.00"
"dict","null"," ～￥999","カフェ、喫茶店、かき氷","
                ユニオンカフェ
              ","31","3.15","3.13","3.07"
"dict","null"," ～￥999","その他","
                オーケー 新山下
              ","2","3.01","3.01","3.01"
"dict","￥2,000～￥2,999","null","居酒屋","
                浜港
              ","1","3.03","-","3.04"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、餃子","
                ブタまんの江戸清 大通り店
              ","86","3.43","3.20","3.31"
"dict","null"," ～￥999","喫茶店","
                ティールーム　霧笛
              ","16","3.15","-","3.15"
"dict","null","null","その他、ワインバー","
                ジェイプライム セラー
              ","null","-","-","-"
"dict"," ～￥999","￥3,000～￥3,999","中国茶専門店、カフェ、喫茶店","
                芳子のお茶本舗
              ","3","3.01","3.02","3.00"
"dict","￥3,000～￥3,999","null","バー、スポーツバー、ダイニングバー","
                ダイニングバー ワイノット
              ","3","3.04","3.04","-"
"dict","￥2,000～￥2,999","null","居酒屋、焼鳥、ワインバー","
                横浜石川町バル
              ","7","3.05","3.05","-"
"dict","￥2,000～￥2,999","null","バー、バー・お酒（その他）、ダイニングバー","
                フタバ
              ","1","-","-","-"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","肉まん・中華まん、中国茶専門店","
                華泰行
              ","2","3.02","3.03","3.02"
"dict","null","null","カフェ","
                EARTH LIVING ＋ cafe
              ","null","-","-","-"
"dict","￥1,000～￥1,999","￥3,000～￥3,999","にんにく料理、ピザ、パスタ","
                ガーリックジョーズ 元町店
              ","5","3.33","3.27","3.15"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、北京料理、担々麺","
                華都飯店
              ","41","3.39","3.27","3.20"
"dict","￥1,000～￥1,999","null","中華料理","
                宝福楼
              ","12","3.00","3.00","3.02"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","中華料理、中華麺（その他）、飲茶・点心","
                金福隆
              ","7","3.05","3.05","3.05"
"dict","￥1,000～￥1,999"," ～￥999","うどん、天ぷら","
                かばのおうどん 横浜元町本店
              ","111","3.53","3.39","3.52"
"dict"," ～￥999"," ～￥999","飲茶・点心、四川料理、肉まん・中華まん","
                萬福大飯店 売店
              ","3","3.05","3.06","3.00"
"dict","null","null","定食・食堂","
                食友苑
              ","null","-","-","-"
"dict","null","￥1,000～￥1,999","和食（その他）、魚介料理・海鮮料理","
                時遊陣
              ","11","3.07","3.07","3.07"
"dict","￥1,000～￥1,999"," ～￥999","上海料理、中華麺（その他）、ラーメン","
                萬来亭
              ","235","3.58","3.56","3.58"
"dict","￥3,000～￥3,999","null","居酒屋、串焼き、焼鳥","
                鳥新
              ","2","-","-","-"
"dict"," ～￥999"," ～￥999","肉まん・中華まん、中華菓子","
                開華楼
              ","35","3.13","3.00","3.20"
"dict","￥6,000～￥7,999","￥4,000～￥4,999","フレンチ、野菜料理、ビストロ","
                ＳＴ　エスティ
              ","10","3.51","3.39","3.53"
"dict","￥1,000～￥1,999","￥1,000～￥1,999","カフェ、パンケーキ、ケーキ","
                幸せのパンケーキ 横浜中華街店
              ","57","3.33","3.09","3.27"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","カフェ、ダイニングバー","
                #15
              ","1","3.04","-","3.04"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","中華料理、餃子、飲茶・点心","
                山東 ２号店
              ","731","3.59","3.59","3.59"
"dict","￥8,000～￥9,999","￥6,000～￥7,999","北京料理","
                華正樓 本店
              ","100","3.64","3.61","3.63"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、担々麺","
                康華楼
              ","25","3.00","3.00","3.00"
"dict","￥8,000～￥9,999","￥2,000～￥2,999","イタリアン、パスタ、フレンチ","
                RISTORANTE REGA
              ","107","3.63","3.61","3.77"
"dict","￥10,000～￥14,999","￥3,000～￥3,999","上海料理、飲茶・点心、中華料理","
                状元樓
              ","159","3.59","3.59","3.58"
"dict","￥2,000～￥2,999"," ～￥999","四川料理、ラーメン、中華料理","
                景徳鎮 新館
              ","99","3.54","3.52","3.50"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","中華料理、広東料理、飲茶・点心","
                品珍閣
              ","59","3.36","3.27","3.19"
"dict","￥3,000～￥3,999"," ～￥999","イタリアン、ピザ、カフェ","
                エンルート
              ","19","3.28","3.10","3.19"
"dict","￥4,000～￥4,999","null","カリフォルニア料理、フレンチ、イタリアン","
                チャコールグリル グリーン 石川町
              ","45","3.51","3.51","3.04"
"dict","￥2,000～￥2,999","null","ワインバー、焼酎バー、バー","
                横浜スタイル　カクテル＆ワインBAR　グラン・カーヴ
              ","2","3.04","3.04","-"
"dict","￥2,000～￥2,999","null","居酒屋、広東料理、日本酒バー","
                鮮魚・中華居酒屋 愛香楼
              ","26","3.06","3.00","3.07"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","中華料理、飲茶・点心、広東料理","
                小籠包専門店 中南海
              ","17","3.00","3.00","3.03"
"dict","￥2,000～￥2,999"," ～￥999","シンガポール料理","
                OKINA'S海南鶏飯
              ","5","3.48","3.48","3.03"
"dict","￥4,000～￥4,999","￥1,000～￥1,999","イタリアン、居酒屋、バル・バール","
                季節の旬彩イタリアン ナビガンテ
              ","14","3.46","3.37","3.23"
"dict","￥5,000～￥5,999","￥4,000～￥4,999","広東料理、中華料理、飲茶・点心","
                廣東飯店
              ","54","3.29","3.18","3.24"
"dict","￥4,000～￥4,999","￥2,000～￥2,999","中華料理、懐石・会席料理、モダンフレンチ","
                金香楼
              ","90","3.50","3.22","3.51"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、飲茶・点心、広東料理","
                酔楼
              ","8","3.01","-","3.02"
"dict","￥2,000～￥2,999","￥1,000～￥1,999","広東料理、餃子、ラーメン","
                北京烤鴨店 中華街店
              ","64","3.50","3.22","3.52"
"dict","￥2,000～￥2,999"," ～￥999","中華料理、四川料理、飲茶・点心","
                横浜中華街 四川麻婆 新館
              ","5","3.04","-","3.06"
"dict","￥3,000～￥3,999","￥1,000～￥1,999","中華料理、四川料理、広東料理","
                景徳鎮酒家
              ","31","3.26","3.34","3.00"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、飲茶・点心、バイキング","
                金龍飯店
              ","48","3.00","3.00","3.00"
"dict","￥3,000～￥3,999"," ～￥999","カフェ、バー、パンケーキ","
                CANTIK-MANIS
              ","3","3.03","-","3.03"
"dict","￥2,000～￥2,999"," ～￥999","カフェ、イタリアン、鍋（その他）","
                THE BUND
              ","110","3.20","3.07","3.18"
"dict","￥3,000～￥3,999"," ～￥999","中華料理、飲茶・点心、広東料理","
                翡翠楼
              ","61","3.20","3.09","3.26"
"dict","￥10,000～￥14,999","￥4,000～￥4,999","広東料理、飲茶・点心、中華料理","
                聘珍樓 横濱本店
              ","498","3.63","3.70","3.61"
"dict","￥4,000～￥4,999"," ～￥999","居酒屋、鍋（その他）、すき焼き","
                高田屋 山下町店
              ","15","3.04","3.03","3.03"
